0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
1 info using npm@10.9.2
2 info using node@v22.15.1
3 silly config load:file:C:\Program Files\nodejs\node_modules\npm\npmrc
4 silly config load:file:C:\project\badbuz\GuaranteedSportPicks\.npmrc
5 silly config load:file:C:\Users\rakib\.npmrc
6 silly config load:file:C:\Users\rakib\npm-global\etc\npmrc
7 verbose title npm i nodemailer
8 verbose argv "i" "nodemailer"
9 verbose logfile logs-max:10 dir:C:\project\badbuz\GuaranteedSportPicks\UsersmynameAppDataRoamingnpm-cache\_logs\2025-11-18T03_09_08_998Z-
10 verbose logfile C:\project\badbuz\GuaranteedSportPicks\UsersmynameAppDataRoamingnpm-cache\_logs\2025-11-18T03_09_08_998Z-debug-0.log
11 silly logfile start cleaning logs, removing 1 files
12 silly packumentCache heap:4345298944 maxSize:1086324736 maxEntrySize:543162368
13 silly logfile done cleaning log files
14 silly idealTree buildDeps
15 silly fetch manifest nodemailer@*
16 silly packumentCache full:https://registry.npmjs.org/nodemailer cache-miss
17 http fetch GET 200 https://registry.npmjs.org/nodemailer 289ms (cache revalidated)
18 silly packumentCache full:https://registry.npmjs.org/nodemailer set size:551189 disposed:false
19 silly placeDep ROOT nodemailer@7.0.10 OK for: my-app@0.1.0 want: *
20 silly reify moves {}
21 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-wasm32-wasi
22 silly reify mark deleted [
22 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-wasm32-wasi'
23 silly audit   'stop-iteration-iterator': [ '1.1.0' ],
23 silly audit   'string-convert': [ '0.2.1' ],
23 silly audit   'string.prototype.includes': [ '2.0.1' ],
23 silly audit   'string.prototype.matchall': [ '4.0.12' ],
23 silly audit   'string.prototype.repeat': [ '1.0.0' ],
23 silly audit   'string.prototype.trim': [ '1.2.10' ],
23 silly audit   'string.prototype.trimend': [ '1.0.9' ],
23 silly audit   'string.prototype.trimstart': [ '1.0.8' ],
23 silly audit   'strip-bom': [ '3.0.0' ],
23 silly audit   'strip-json-comments': [ '3.1.1' ],
23 silly audit   'styled-jsx': [ '5.1.6' ],
23 silly audit   'supports-color': [ '7.2.0' ],
23 silly audit   'supports-preserve-symlinks-flag': [ '1.0.0' ],
23 silly audit   tailwindcss: [ '4.1.17' ],
23 silly audit   tapable: [ '2.3.0' ],
23 silly audit   tinyglobby: [ '0.2.15' ],
23 silly audit   fdir: [ '6.5.0' ],
23 silly audit   'to-regex-range': [ '5.0.1' ],
23 silly audit   tr46: [ '5.1.1' ],
23 silly audit   'ts-api-utils': [ '2.1.0' ],
23 silly audit   'tsconfig-paths': [ '3.15.0' ],
23 silly audit   tslib: [ '2.8.1' ],
23 silly audit   'type-check': [ '0.4.0' ],
23 silly audit   'typed-array-buffer': [ '1.0.3' ],
23 silly audit   'typed-array-byte-length': [ '1.0.3' ],
23 silly audit   'typed-array-byte-offset': [ '1.0.4' ],
23 silly audit   'typed-array-length': [ '1.0.7' ],
23 silly audit   typescript: [ '5.9.3' ],
23 silly audit   'typescript-eslint': [ '8.46.3' ],
23 silly audit   'unbox-primitive': [ '1.1.0' ],
23 silly audit   'unrs-resolver': [ '1.11.1' ],
23 silly audit   'update-browserslist-db': [ '1.1.4' ],
23 silly audit   'uri-js': [ '4.4.1' ],
23 silly audit   'use-sync-external-store': [ '1.6.0' ],
23 silly audit   uuid: [ '8.3.2' ],
23 silly audit   'webidl-conversions': [ '7.0.0' ],
23 silly audit   'whatwg-url': [ '14.2.0' ],
23 silly audit   which: [ '2.0.2' ],
23 silly audit   'which-boxed-primitive': [ '1.1.1' ],
23 silly audit   'which-builtin-type': [ '1.2.1' ],
23 silly audit   'which-collection': [ '1.0.2' ],
23 silly audit   'which-typed-array': [ '1.1.19' ],
23 silly audit   'word-wrap': [ '1.2.5' ],
23 silly audit   'yocto-queue': [ '0.1.0' ],
23 silly audit   zod: [ '4.1.12' ],
23 silly audit   'zod-validation-error': [ '4.0.2' ],
23 silly audit   nodemailer: [ '7.0.10' ],
23 silly audit   '@tailwindcss/oxide-wasm32-wasi': [ '4.1.17' ]
23 silly audit }
24 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-win32-arm64-msvc
25 silly reify mark deleted [
25 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-win32-arm64-msvc'
25 silly reify ]
26 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-linux-x64-musl
27 silly reify mark deleted [
27 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-linux-x64-musl'
27 silly reify ]
28 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-linux-x64-gnu
29 silly reify mark deleted [
29 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-linux-x64-gnu'
29 silly reify ]
30 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-linux-arm64-musl
31 silly reify mark deleted [
31 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-linux-arm64-musl'
31 silly reify ]
32 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-linux-arm64-gnu
33 silly reify mark deleted [
33 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-linux-arm64-gnu'
33 silly reify ]
34 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-linux-arm-gnueabihf
35 silly reify mark deleted [
35 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-linux-arm-gnueabihf'
35 silly reify ]
36 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-freebsd-x64
37 silly reify mark deleted [
37 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-freebsd-x64'
37 silly reify ]
38 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-darwin-x64
39 silly reify mark deleted [
39 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-darwin-x64'
39 silly reify ]
40 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-darwin-arm64
41 silly reify mark deleted [
41 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-darwin-arm64'
41 silly reify ]
42 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\lightningcss-android-arm64
43 silly reify mark deleted [
43 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\lightningcss-android-arm64'
43 silly reify ]
44 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-win32-ia32-msvc
45 silly reify mark deleted [
45 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-win32-ia32-msvc'
45 silly reify ]
46 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-win32-arm64-msvc
47 silly reify mark deleted [
47 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-win32-arm64-msvc'
47 silly reify ]
48 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-wasm32-wasi
49 silly reify mark deleted [
49 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-wasm32-wasi'
49 silly reify ]
50 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-x64-musl
51 silly reify mark deleted [
51 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-x64-musl'
51 silly reify ]
52 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-x64-gnu
53 silly reify mark deleted [
53 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-x64-gnu'
53 silly reify ]
54 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-s390x-gnu
55 silly reify mark deleted [
55 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-s390x-gnu'
55 silly reify ]
56 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-riscv64-musl
57 silly reify mark deleted [
57 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-riscv64-musl'
57 silly reify ]
58 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-riscv64-gnu
59 silly reify mark deleted [
59 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-riscv64-gnu'
59 silly reify ]
60 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-ppc64-gnu
61 silly reify mark deleted [
61 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-ppc64-gnu'
61 silly reify ]
62 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-arm64-musl
63 silly reify mark deleted [
63 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-arm64-musl'
63 silly reify ]
64 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-arm64-gnu
65 silly reify mark deleted [
65 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-arm64-gnu'
65 silly reify ]
66 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-arm-musleabihf
67 silly reify mark deleted [
67 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-arm-musleabihf'
67 silly reify ]
68 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-linux-arm-gnueabihf
69 silly reify mark deleted [
69 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-linux-arm-gnueabihf'
69 silly reify ]
70 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-freebsd-x64
71 silly reify mark deleted [
71 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-freebsd-x64'
71 silly reify ]
72 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-darwin-x64
73 silly reify mark deleted [
73 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-darwin-x64'
73 silly reify ]
74 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-darwin-arm64
75 silly reify mark deleted [
75 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-darwin-arm64'
75 silly reify ]
76 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-android-arm64
77 silly reify mark deleted [
77 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-android-arm64'
77 silly reify ]
78 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@unrs\resolver-binding-android-arm-eabi
79 silly reify mark deleted [
79 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@unrs\\resolver-binding-android-arm-eabi'
79 silly reify ]
80 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-win32-arm64-msvc
81 silly reify mark deleted [
81 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-win32-arm64-msvc'
81 silly reify ]
82 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-linux-x64-musl
83 silly reify mark deleted [
83 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-linux-x64-musl'
83 silly reify ]
84 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-linux-x64-gnu
85 silly reify mark deleted [
85 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-linux-x64-gnu'
85 silly reify ]
86 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-linux-arm64-musl
87 silly reify mark deleted [
87 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-linux-arm64-musl'
87 silly reify ]
88 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-linux-arm64-gnu
89 silly reify mark deleted [
89 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-linux-arm64-gnu'
89 silly reify ]
90 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-linux-arm-gnueabihf
91 silly reify mark deleted [
91 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-linux-arm-gnueabihf'
91 silly reify ]
92 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-freebsd-x64
93 silly reify mark deleted [
93 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-freebsd-x64'
93 silly reify ]
94 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-darwin-x64
95 silly reify mark deleted [
95 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-darwin-x64'
95 silly reify ]
96 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-darwin-arm64
97 silly reify mark deleted [
97 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-darwin-arm64'
97 silly reify ]
98 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@tailwindcss\oxide-android-arm64
99 silly reify mark deleted [
99 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@tailwindcss\\oxide-android-arm64'
99 silly reify ]
100 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@next\swc-win32-arm64-msvc
101 silly reify mark deleted [
101 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@next\\swc-win32-arm64-msvc'
101 silly reify ]
102 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@next\swc-linux-x64-musl
103 silly reify mark deleted [
103 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@next\\swc-linux-x64-musl'
103 silly reify ]
104 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@next\swc-linux-x64-gnu
105 silly reify mark deleted [
105 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@next\\swc-linux-x64-gnu'
105 silly reify ]
106 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@next\swc-linux-arm64-musl
107 silly reify mark deleted [
107 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@next\\swc-linux-arm64-musl'
107 silly reify ]
108 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@next\swc-linux-arm64-gnu
109 silly reify mark deleted [
109 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@next\\swc-linux-arm64-gnu'
109 silly reify ]
110 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@next\swc-darwin-x64
111 silly reify mark deleted [
111 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@next\\swc-darwin-x64'
111 silly reify ]
112 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@next\swc-darwin-arm64
113 silly reify mark deleted [
113 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@next\\swc-darwin-arm64'
113 silly reify ]
114 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-win32-ia32
115 silly reify mark deleted [
115 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-win32-ia32'
115 silly reify ]
116 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-win32-arm64
117 silly reify mark deleted [
117 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-win32-arm64'
117 silly reify ]
118 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-wasm32
119 silly reify mark deleted [
119 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-wasm32'
119 silly reify ]
120 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linuxmusl-x64
121 silly reify mark deleted [
121 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linuxmusl-x64'
121 silly reify ]
122 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linuxmusl-arm64
123 silly reify mark deleted [
123 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linuxmusl-arm64'
123 silly reify ]
124 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linux-x64
125 silly reify mark deleted [
125 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linux-x64'
125 silly reify ]
126 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linux-s390x
127 silly reify mark deleted [
127 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linux-s390x'
127 silly reify ]
128 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linux-riscv64
129 silly reify mark deleted [
129 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linux-riscv64'
129 silly reify ]
130 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linux-ppc64
131 silly reify mark deleted [
131 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linux-ppc64'
131 silly reify ]
132 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linux-arm64
133 silly reify mark deleted [
133 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linux-arm64'
133 silly reify ]
134 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-linux-arm
135 silly reify mark deleted [
135 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-linux-arm'
135 silly reify ]
136 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linuxmusl-x64
137 silly reify mark deleted [
137 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linuxmusl-x64'
137 silly reify ]
138 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linuxmusl-arm64
139 silly reify mark deleted [
139 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linuxmusl-arm64'
139 silly reify ]
140 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linux-x64
141 silly reify mark deleted [
141 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linux-x64'
141 silly reify ]
142 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linux-s390x
143 silly reify mark deleted [
143 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linux-s390x'
143 silly reify ]
144 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linux-riscv64
145 silly reify mark deleted [
145 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linux-riscv64'
145 silly reify ]
146 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linux-ppc64
147 silly reify mark deleted [
147 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linux-ppc64'
147 silly reify ]
148 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linux-arm64
149 silly reify mark deleted [
149 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linux-arm64'
149 silly reify ]
150 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-linux-arm
151 silly reify mark deleted [
151 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-linux-arm'
151 silly reify ]
152 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-darwin-x64
153 silly reify mark deleted [
153 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-darwin-x64'
153 silly reify ]
154 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-libvips-darwin-arm64
155 silly reify mark deleted [
155 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-libvips-darwin-arm64'
155 silly reify ]
156 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-darwin-x64
157 silly reify mark deleted [
157 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-darwin-x64'
157 silly reify ]
158 verbose reify failed optional dependency C:\project\badbuz\GuaranteedSportPicks\node_modules\@img\sharp-darwin-arm64
159 silly reify mark deleted [
159 silly reify   'C:\\project\\badbuz\\GuaranteedSportPicks\\node_modules\\@img\\sharp-darwin-arm64'
159 silly reify ]
160 http cache nodemailer@https://registry.npmjs.org/nodemailer/-/nodemailer-7.0.10.tgz 0ms (cache hit)
161 silly tarball no local data for nodemailer@https://registry.npmjs.org/nodemailer/-/nodemailer-7.0.10.tgz. Extracting by manifest.
162 http fetch GET 200 https://registry.npmjs.org/nodemailer/-/nodemailer-7.0.10.tgz 113ms (cache miss)
163 http fetch POST 200 https://registry.npmjs.org/-/npm/v1/security/advisories/bulk 380ms
164 silly audit report {
164 silly audit report   'js-yaml': [
164 silly audit report     {
164 silly audit report       id: 1109802,
164 silly audit report       url: 'https://github.com/advisories/GHSA-mh29-5h37-fv8m',
164 silly audit report       title: 'js-yaml has prototype pollution in merge (<<)',
164 silly audit report       severity: 'moderate',
164 silly audit report       vulnerable_versions: '>=4.0.0 <4.1.1',
164 silly audit report       cwe: [Array],
164 silly audit report       cvss: [Object]
164 silly audit report     }
164 silly audit report   ]
164 silly audit report }
165 silly packumentCache corgi:https://registry.npmjs.org/js-yaml cache-miss
166 http fetch GET 200 https://registry.npmjs.org/js-yaml 26ms (cache revalidated)
167 silly packumentCache corgi:https://registry.npmjs.org/js-yaml set size:58533 disposed:false
168 silly packumentCache corgi:https://registry.npmjs.org/@eslint%2feslintrc cache-miss
169 http fetch GET 200 https://registry.npmjs.org/@eslint%2feslintrc 32ms (cache revalidated)
170 silly packumentCache corgi:https://registry.npmjs.org/@eslint%2feslintrc set size:79527 disposed:false
171 silly ADD node_modules/nodemailer
172 silly ADD
173 silly ADD
174 silly ADD
175 silly ADD
176 silly ADD
177 silly ADD
178 silly ADD
179 silly ADD
180 silly ADD
181 silly ADD
182 silly ADD
183 silly ADD
184 silly ADD
185 silly ADD
186 silly ADD
187 silly ADD
188 silly ADD
189 silly ADD
190 silly ADD
191 silly ADD
192 silly ADD
193 silly ADD
194 silly ADD
195 silly ADD
196 silly ADD
197 silly ADD
198 silly ADD
199 silly ADD
200 silly ADD
201 silly ADD
202 silly ADD
203 silly ADD
204 silly ADD
205 silly ADD
206 silly ADD
207 silly ADD
208 silly ADD
209 silly ADD
210 silly ADD
211 silly ADD
212 silly ADD
213 silly ADD
214 silly ADD
215 silly ADD
216 silly ADD
217 silly ADD
218 silly ADD
219 silly ADD
220 silly ADD
221 silly ADD
222 silly ADD
223 silly ADD
224 silly ADD
225 silly ADD
226 silly ADD
227 silly ADD
228 silly ADD
229 silly ADD
230 silly ADD
231 silly ADD
232 silly ADD
233 silly ADD
234 silly ADD
235 silly ADD
236 silly ADD
237 silly ADD
238 silly ADD
239 silly ADD
240 silly ADD
241 verbose cwd C:\project\badbuz\GuaranteedSportPicks
242 verbose os Windows_NT 10.0.26100
243 verbose node v22.15.1
244 verbose npm  v10.9.2
245 verbose exit 0
246 info ok
